month,category,name,monthly_rank,votes,matched_terms,url
2026-01,harness_infrastructure,Preloop,233,121,mcp,https://www.producthunt.com/products/preloop/launches/preloop?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,Fluent,240,119,mcp,https://www.producthunt.com/products/fluent-ai-writing-assistant-for-macos/launches/fluent-8?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,YepCode,282,109,mcp,https://www.producthunt.com/products/yepcode/launches/yepcode-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,FireSEO MCP,294,105,mcp,https://www.producthunt.com/products/fireseo-mcp/launches/fireseo-mcp?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,Design in Figma using Cursor Agent + MCP,306,100,mcp,https://www.producthunt.com/products/cursor-ai-for-figma/launches/design-in-figma-using-cursor-agent-mcp?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,Fundable,308,100,mcp,https://www.producthunt.com/products/fundable-2/launches/fundable-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,DevLensPro,319,98,mcp,https://www.producthunt.com/products/devlenspro/launches/devlenspro?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,Dawiso AI Context Layer,380,83,mcp,https://www.producthunt.com/products/dawiso/launches/dawiso-ai-context-layer?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,Bridge4Simulator MCP,407,75,mcp,https://www.producthunt.com/products/bridge4simulator-mcp/launches/bridge4simulator-mcp?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,harness_infrastructure,Web Accessibility Testing MCP,411,74,mcp,https://www.producthunt.com/products/web-accessibility-testing-mcp/launches/web-accessibility-testing-mcp?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,human_agent_organization,LobeHub,39,386,agent teams,https://www.producthunt.com/products/lobehub/launches/lobehub?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,human_agent_organization,Superagent from Airtable,189,148,multi-agent,https://www.producthunt.com/products/superagent-from-airtable/launches/superagent-from-airtable?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,human_agent_organization,flins,355,90,multi-agent,https://www.producthunt.com/products/flins/launches/flins?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,human_agent_organization,Cortex,421,70,multi-agent,https://www.producthunt.com/products/cortex-10/launches/cortex-11?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,1Code,9,576,vibe coding,https://www.producthunt.com/products/1code-cursor-like-ui-for-claude-code/launches/1code-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Blink Agent Builder,10,545,vibe code | vibe coding,https://www.producthunt.com/products/blink-21/launches/blink-agent-builder?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Humans in the Loop,18,467,vibe coding,https://www.producthunt.com/products/humans-in-the-loop/launches/humans-in-the-loop?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Sled,36,393,coding agent | coding agents,https://www.producthunt.com/products/sled-voice-interface-for-claude-code/launches/sled?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Tonkotsu,37,391,coding agents,https://www.producthunt.com/products/handleai/launches/tonkotsu?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Superdesign Prompt Library,47,367,coding agent,https://www.producthunt.com/products/superdesign/launches/superdesign-prompt-library?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Spec Coding by Capacity,66,313,ai app builders | vibe coding,https://www.producthunt.com/products/capacity/launches/spec-coding-by-capacity?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Vamah.ai 2.0,89,268,vibe coding,https://www.producthunt.com/products/jdoodle-ai/launches/vamah-ai-2-0?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Zenflow by Zencoder,154,175,vibe coding,https://www.producthunt.com/products/zencoder/launches/zenflow-by-zencoder?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Cursor AI Mobile,207,138,vibe coding,https://www.producthunt.com/products/cursor-mobile-remote-ide/launches/cursor-ai-mobile?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Hal9,243,118,vibe coding,https://www.producthunt.com/products/hal9/launches/hal9-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,YepCode,282,109,vibe coding,https://www.producthunt.com/products/yepcode/launches/yepcode-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,HueBuddy,298,103,vibe coding,https://www.producthunt.com/products/huebuddy/launches/huebuddy?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Fundable,308,100,coding agent,https://www.producthunt.com/products/fundable-2/launches/fundable-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,Coderrr,325,96,coding agent,https://www.producthunt.com/products/coderrr/launches/coderrr?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,flins,355,90,coding agents,https://www.producthunt.com/products/flins/launches/flins?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,coding_and_building,yolog.dev Desktop,359,89,vibe coding,https://www.producthunt.com/products/yolog-dev-desktop/launches/yolog-dev-desktop?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,gtm_agents,Cosmic AI Workflows,383,82,content agents,https://www.producthunt.com/products/cosmic/launches/cosmic-ai-workflows?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,openclaw_ecosystem,OpenClaw,3,847,moltbot | openclaw,https://www.producthunt.com/products/clawdbot-2/launches/openclaw?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Gmail in the Gemini Era,42,376,gemini 3,https://www.producthunt.com/products/google/launches/gmail-in-the-gemini-era-2?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Qwen-Image-2512,62,323,qwen,https://www.producthunt.com/products/qwen3/launches/qwen-image-2512?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Agentic Vision in Gemini,148,183,gemini 3,https://www.producthunt.com/products/gemini-6/launches/agentic-vision-in-gemini?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Prism,153,175,gpt-5,https://www.producthunt.com/products/openai/launches/prism-a92faec5-a79a-4b4c-810b-25429943f226?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Qwen3-TTS,177,155,qwen3,https://www.producthunt.com/products/qwen3/launches/qwen3-tts?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Awesome Gemini Prompts,203,140,qwen,https://www.producthunt.com/products/awesome-gemini-prompts/launches/awesome-gemini-prompts?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Forge Agent,262,113,qwen 2,https://www.producthunt.com/products/rightnow-ai/launches/forge-agent?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,P402.io,299,103,claude opus | gemini 3 | gpt-5,https://www.producthunt.com/products/p402-io/launches/p402-io?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-01,model_release,Lekh AI,392,80,qwen,https://www.producthunt.com/products/lekh-ai-private-ai-on-your-device/launches/lekh-ai?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,KiloClaw,4,877,ai agent,https://www.producthunt.com/products/kiloclaw/launches/kiloclaw?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,Claude Opus 4.6,6,767,agentic,https://www.producthunt.com/products/claude/launches/claude-opus-4-6?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,Base44 Backend Platform,9,669,ai agents,https://www.producthunt.com/products/base44/launches/base44-backend-platform?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,Inspector,11,606,ai agent,https://www.producthunt.com/products/inspector-3/launches/inspector-3?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,moltbook,13,582,ai agents,https://www.producthunt.com/products/moltbook/launches/moltbook?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,Siteline,19,547,agentic | ai agents,https://www.producthunt.com/products/siteline/launches/siteline?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,Hugo,28,481,ai agent,https://www.producthunt.com/products/crisp/launches/hugo-eb3b6ec7-37ef-48f6-acc3-d9a01855e563?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,Agent Builder by Thesys,32,430,ai agents,https://www.producthunt.com/products/thesys/launches/agent-builder-by-thesys?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
2026-02,agent_identity,Notion Custom Agents,38,417,ai teammates,https://www.producthunt.com/products/notion/launches/notion-custom-agents?utm_campaign=producthunt-api&utm_medium=api-v2&utm_source=Application%3A+Product+Hunt+API+Local+%28ID%3A+297223%29
